url,html_url,id,node_id,user,position,line,path,commit_id,created_at,updated_at,author_association,body,reactions
"""https://api.github.com/repos/cryptokylin/CryptoKylin-Testnet/comments/30229720""","""https://github.com/cryptokylin/CryptoKylin-Testnet/commit/c26cffcf60b6252233ba93c000a29615cca18a04#commitcomment-30229720""",30229720,"""MDEzOkNvbW1pdENvbW1lbnQzMDIyOTcyMA==""","{""login"": ""winlin"", ""id"": 1940790, ""node_id"": ""MDQ6VXNlcjE5NDA3OTA="", ""avatar_url"": ""https://avatars.githubusercontent.com/u/1940790?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/winlin"", ""html_url"": ""https://github.com/winlin"", ""followers_url"": ""https://api.github.com/users/winlin/followers"", ""following_url"": ""https://api.github.com/users/winlin/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/winlin/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/winlin/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/winlin/subscriptions"", ""organizations_url"": ""https://api.github.com/users/winlin/orgs"", ""repos_url"": ""https://api.github.com/users/winlin/repos"", ""events_url"": ""https://api.github.com/users/winlin/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/winlin/received_events"", ""type"": ""User"", ""site_admin"": false}",null,null,null,"""c26cffcf60b6252233ba93c000a29615cca18a04""","""2018-08-21T08:05:17Z""","""2018-08-21T08:05:17Z""","""CONTRIBUTOR""","""thanks for update the config files""","{""url"": ""https://api.github.com/repos/cryptokylin/CryptoKylin-Testnet/comments/30229720/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
"""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/48915951""","""https://github.com/MadStudioRoblox/ProfileService/commit/96e10b376663379001fc63f6793ddfc31a0f491d#commitcomment-48915951""",48915951,"""MDEzOkNvbW1pdENvbW1lbnQ0ODkxNTk1MQ==""","{""login"": ""LucasMZReal"", ""id"": 55422065, ""node_id"": ""MDQ6VXNlcjU1NDIyMDY1"", ""avatar_url"": ""https://avatars.githubusercontent.com/u/55422065?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/LucasMZReal"", ""html_url"": ""https://github.com/LucasMZReal"", ""followers_url"": ""https://api.github.com/users/LucasMZReal/followers"", ""following_url"": ""https://api.github.com/users/LucasMZReal/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/LucasMZReal/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/LucasMZReal/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/LucasMZReal/subscriptions"", ""organizations_url"": ""https://api.github.com/users/LucasMZReal/orgs"", ""repos_url"": ""https://api.github.com/users/LucasMZReal/repos"", ""events_url"": ""https://api.github.com/users/LucasMZReal/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/LucasMZReal/received_events"", ""type"": ""User"", ""site_admin"": false}",NaN,NaN,null,"""96e10b376663379001fc63f6793ddfc31a0f491d""","""2021-03-30T23:52:28Z""","""2021-03-30T23:52:28Z""","""CONTRIBUTOR""","""yes""","{""url"": ""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/48915951/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
"""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/48964535""","""https://github.com/MadStudioRoblox/ProfileService/commit/96e10b376663379001fc63f6793ddfc31a0f491d#commitcomment-48964535""",48964535,"""MDEzOkNvbW1pdENvbW1lbnQ0ODk2NDUzNQ==""","{""login"": ""antjlo"", ""id"": 70416702, ""node_id"": ""MDQ6VXNlcjcwNDE2NzAy"", ""avatar_url"": ""https://avatars.githubusercontent.com/u/70416702?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/antjlo"", ""html_url"": ""https://github.com/antjlo"", ""followers_url"": ""https://api.github.com/users/antjlo/followers"", ""following_url"": ""https://api.github.com/users/antjlo/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/antjlo/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/antjlo/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/antjlo/subscriptions"", ""organizations_url"": ""https://api.github.com/users/antjlo/orgs"", ""repos_url"": ""https://api.github.com/users/antjlo/repos"", ""events_url"": ""https://api.github.com/users/antjlo/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/antjlo/received_events"", ""type"": ""User"", ""site_admin"": false}",NaN,NaN,null,"""96e10b376663379001fc63f6793ddfc31a0f491d""","""2021-04-01T00:26:57Z""","""2021-04-01T00:26:57Z""","""NONE""","""no""","{""url"": ""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/48964535/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
"""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/49012180""","""https://github.com/MadStudioRoblox/ProfileService/commit/96e10b376663379001fc63f6793ddfc31a0f491d#commitcomment-49012180""",49012180,"""MDEzOkNvbW1pdENvbW1lbnQ0OTAxMjE4MA==""","{""login"": ""LucasMZReal"", ""id"": 55422065, ""node_id"": ""MDQ6VXNlcjU1NDIyMDY1"", ""avatar_url"": ""https://avatars.githubusercontent.com/u/55422065?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/LucasMZReal"", ""html_url"": ""https://github.com/LucasMZReal"", ""followers_url"": ""https://api.github.com/users/LucasMZReal/followers"", ""following_url"": ""https://api.github.com/users/LucasMZReal/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/LucasMZReal/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/LucasMZReal/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/LucasMZReal/subscriptions"", ""organizations_url"": ""https://api.github.com/users/LucasMZReal/orgs"", ""repos_url"": ""https://api.github.com/users/LucasMZReal/repos"", ""events_url"": ""https://api.github.com/users/LucasMZReal/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/LucasMZReal/received_events"", ""type"": ""User"", ""site_admin"": false}",NaN,NaN,null,"""96e10b376663379001fc63f6793ddfc31a0f491d""","""2021-04-02T02:11:37Z""","""2021-04-02T02:11:37Z""","""CONTRIBUTOR""","""i said no on the other one loool ajl223""","{""url"": ""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/49012180/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
"""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/50206218""","""https://github.com/MadStudioRoblox/ProfileService/commit/fdb8d7e6da687039956948c1a4b86097d5750036#r50206218""",50206218,"""MDEzOkNvbW1pdENvbW1lbnQ1MDIwNjIxOA==""","{""login"": ""LucasMZReal"", ""id"": 55422065, ""node_id"": ""MDQ6VXNlcjU1NDIyMDY1"", ""avatar_url"": ""https://avatars.githubusercontent.com/u/55422065?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/LucasMZReal"", ""html_url"": ""https://github.com/LucasMZReal"", ""followers_url"": ""https://api.github.com/users/LucasMZReal/followers"", ""following_url"": ""https://api.github.com/users/LucasMZReal/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/LucasMZReal/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/LucasMZReal/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/LucasMZReal/subscriptions"", ""organizations_url"": ""https://api.github.com/users/LucasMZReal/orgs"", ""repos_url"": ""https://api.github.com/users/LucasMZReal/repos"", ""events_url"": ""https://api.github.com/users/LucasMZReal/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/LucasMZReal/received_events"", ""type"": ""User"", ""site_admin"": false}",68.0,68.0,"""Examples/DeveloperProductExample.server.lua""","""fdb8d7e6da687039956948c1a4b86097d5750036""","""2021-04-30T05:02:49Z""","""2021-04-30T05:02:49Z""","""CONTRIBUTOR""","""I never use '~= true' and stuff lmao""","{""url"": ""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/50206218/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
"""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/61486433""","""https://github.com/MadStudioRoblox/ProfileService/commit/bebab39ab2f6170043c95b8a097a8a7dcb953bdb#commitcomment-61486433""",61486433,"""CC_kwDOEJ-axs4DqjVh""","{""login"": ""aarontole"", ""id"": 8065203, ""node_id"": ""MDQ6VXNlcjgwNjUyMDM="", ""avatar_url"": ""https://avatars.githubusercontent.com/u/8065203?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/aarontole"", ""html_url"": ""https://github.com/aarontole"", ""followers_url"": ""https://api.github.com/users/aarontole/followers"", ""following_url"": ""https://api.github.com/users/aarontole/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/aarontole/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/aarontole/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/aarontole/subscriptions"", ""organizations_url"": ""https://api.github.com/users/aarontole/orgs"", ""repos_url"": ""https://api.github.com/users/aarontole/repos"", ""events_url"": ""https://api.github.com/users/aarontole/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/aarontole/received_events"", ""type"": ""User"", ""site_admin"": false}",NaN,NaN,null,"""bebab39ab2f6170043c95b8a097a8a7dcb953bdb""","""2021-12-07T09:57:25Z""","""2021-12-07T09:58:00Z""","""NONE""","""\tif Receipt_info == nil then\r\n\t\treturn Enum.ProductPurchaseDecision.NotProcessedYet\r\n\tend\r\n\t-- not sure if this would cause it to keep checking?""","{""url"": ""https://api.github.com/repos/MadStudioRoblox/ProfileService/comments/61486433/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
"""https://api.github.com/repos/notanumber/xapian-haystack/comments/28637""","""https://github.com/notanumber/xapian-haystack/commit/c1fc676ecfab090c0ba9def483f6973ee5ca1ecb#commitcomment-28637""",28637,"""MDEzOkNvbW1pdENvbW1lbnQyODYzNw==""","{""login"": ""joshuajonah"", ""id"": 120229, ""node_id"": ""MDQ6VXNlcjEyMDIyOQ=="", ""avatar_url"": ""https://avatars.githubusercontent.com/u/120229?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/joshuajonah"", ""html_url"": ""https://github.com/joshuajonah"", ""followers_url"": ""https://api.github.com/users/joshuajonah/followers"", ""following_url"": ""https://api.github.com/users/joshuajonah/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/joshuajonah/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/joshuajonah/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/joshuajonah/subscriptions"", ""organizations_url"": ""https://api.github.com/users/joshuajonah/orgs"", ""repos_url"": ""https://api.github.com/users/joshuajonah/repos"", ""events_url"": ""https://api.github.com/users/joshuajonah/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/joshuajonah/received_events"", ""type"": ""User"", ""site_admin"": false}",NaN,NaN,null,"""c1fc676ecfab090c0ba9def483f6973ee5ca1ecb""","""2009-09-01T23:36:25Z""","""2009-09-01T23:36:25Z""","""NONE""","""via irc:\n   09-01-2008 | 6:14pm notanumber: I like the idea, but I think we could improve on it by searching RESERVED_WORDS instead of a hard-coded list of 'AND' 'OR'.\n\nI was referring to taking it a step farther and use a  premade stopwords.txt file that can be referred to via setup.py. An optional parameter. Sphinx and other search engines use a similar file that is assembled on the internet somewhere. It includes words like \""the\"", \""a\"", \""an\"", etc. There is likely a file being used in Xapian that you may be able to offer an optional path to. \n\nI understand placing a short list of SELECT keywords somewhere in the code, but I don't really want \""the\"" results getting highlighted in my results. \n\nIs it searching for \""the\""? Maybe this list of words needs to be used on the query in the first place. Is there an option for this in Xapian? Is there a feature for performing the highlight instead of the hack in xapian-haystack. lol, sorry, I'll go look it up and possibly submit something for you to look at.\n""","{""url"": ""https://api.github.com/repos/notanumber/xapian-haystack/comments/28637/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
"""https://api.github.com/repos/notanumber/xapian-haystack/comments/28638""","""https://github.com/notanumber/xapian-haystack/commit/c1fc676ecfab090c0ba9def483f6973ee5ca1ecb#commitcomment-28638""",28638,"""MDEzOkNvbW1pdENvbW1lbnQyODYzOA==""","{""login"": ""joshuajonah"", ""id"": 120229, ""node_id"": ""MDQ6VXNlcjEyMDIyOQ=="", ""avatar_url"": ""https://avatars.githubusercontent.com/u/120229?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/joshuajonah"", ""html_url"": ""https://github.com/joshuajonah"", ""followers_url"": ""https://api.github.com/users/joshuajonah/followers"", ""following_url"": ""https://api.github.com/users/joshuajonah/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/joshuajonah/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/joshuajonah/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/joshuajonah/subscriptions"", ""organizations_url"": ""https://api.github.com/users/joshuajonah/orgs"", ""repos_url"": ""https://api.github.com/users/joshuajonah/repos"", ""events_url"": ""https://api.github.com/users/joshuajonah/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/joshuajonah/received_events"", ""type"": ""User"", ""site_admin"": false}",NaN,NaN,null,"""c1fc676ecfab090c0ba9def483f6973ee5ca1ecb""","""2009-09-01T23:37:18Z""","""2009-09-01T23:37:18Z""","""NONE""","""*settings.py\n""","{""url"": ""https://api.github.com/repos/notanumber/xapian-haystack/comments/28638/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
"""https://api.github.com/repos/notanumber/xapian-haystack/comments/28698""","""https://github.com/notanumber/xapian-haystack/commit/c1fc676ecfab090c0ba9def483f6973ee5ca1ecb#commitcomment-28698""",28698,"""MDEzOkNvbW1pdENvbW1lbnQyODY5OA==""","{""login"": ""notanumber"", ""id"": 1370, ""node_id"": ""MDQ6VXNlcjEzNzA="", ""avatar_url"": ""https://avatars.githubusercontent.com/u/1370?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/notanumber"", ""html_url"": ""https://github.com/notanumber"", ""followers_url"": ""https://api.github.com/users/notanumber/followers"", ""following_url"": ""https://api.github.com/users/notanumber/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/notanumber/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/notanumber/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/notanumber/subscriptions"", ""organizations_url"": ""https://api.github.com/users/notanumber/orgs"", ""repos_url"": ""https://api.github.com/users/notanumber/repos"", ""events_url"": ""https://api.github.com/users/notanumber/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/notanumber/received_events"", ""type"": ""User"", ""site_admin"": false}",NaN,NaN,null,"""c1fc676ecfab090c0ba9def483f6973ee5ca1ecb""","""2009-09-02T21:34:14Z""","""2009-09-02T21:34:14Z""","""OWNER""","""No worries.  My thinking was that because each Haystack SearchBackend defines a list of stopwords in RESERVED_WORDS, we might as well make use of that.  I'm not sure I like the idea of introducing a separate stopwords.txt file that would be referred via settings.py as it feels like it'd be duplicating functionality already present in Haystack itself through the RESERVED_WORDS variable.\n\nAs far as I can see, Xapian does not have a default list of stopwords assigned to a query parser.  It leaves that up to the developer to implement by calling xapian.QueryParser.set_stopper (http://xapian.org/docs/apidoc/html/classXapian_1_1QueryParser.html#fa2cd85108b18ee5f01c43abb6833f67).\n\nAs for the hack-ish way of doing highlighting, I fully agree.  It's meant to be a somewhat temporary as there is a branch of Haystack for adding a better way of doing highlighting through a template tag.  This would be less backend specific, obviously, but would allow developers to plug a customised version of the highlighting code if desired.\n""","{""url"": ""https://api.github.com/repos/notanumber/xapian-haystack/comments/28698/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
"""https://api.github.com/repos/notanumber/xapian-haystack/comments/28735""","""https://github.com/notanumber/xapian-haystack/commit/c1fc676ecfab090c0ba9def483f6973ee5ca1ecb#commitcomment-28735""",28735,"""MDEzOkNvbW1pdENvbW1lbnQyODczNQ==""","{""login"": ""joshuajonah"", ""id"": 120229, ""node_id"": ""MDQ6VXNlcjEyMDIyOQ=="", ""avatar_url"": ""https://avatars.githubusercontent.com/u/120229?v=4"", ""gravatar_id"": """", ""url"": ""https://api.github.com/users/joshuajonah"", ""html_url"": ""https://github.com/joshuajonah"", ""followers_url"": ""https://api.github.com/users/joshuajonah/followers"", ""following_url"": ""https://api.github.com/users/joshuajonah/following{/other_user}"", ""gists_url"": ""https://api.github.com/users/joshuajonah/gists{/gist_id}"", ""starred_url"": ""https://api.github.com/users/joshuajonah/starred{/owner}{/repo}"", ""subscriptions_url"": ""https://api.github.com/users/joshuajonah/subscriptions"", ""organizations_url"": ""https://api.github.com/users/joshuajonah/orgs"", ""repos_url"": ""https://api.github.com/users/joshuajonah/repos"", ""events_url"": ""https://api.github.com/users/joshuajonah/events{/privacy}"", ""received_events_url"": ""https://api.github.com/users/joshuajonah/received_events"", ""type"": ""User"", ""site_admin"": false}",NaN,NaN,null,"""c1fc676ecfab090c0ba9def483f6973ee5ca1ecb""","""2009-09-03T03:42:18Z""","""2009-09-03T03:42:18Z""","""NONE""","""Ah, maybe just a boolean constant for implementing the stopper? Dunno, I'll go take a look at what's happening with that Haystack branch.\n""","{""url"": ""https://api.github.com/repos/notanumber/xapian-haystack/comments/28735/reactions"", ""total_count"": 0, ""+1"": 0, ""-1"": 0, ""laugh"": 0, ""hooray"": 0, ""confused"": 0, ""heart"": 0, ""rocket"": 0, ""eyes"": 0}"
